530,526,528,538,530,524,528,896,
524,528,522,526,530,528,516,884,
524,528,530,524,522,534,652,882,
528,530,538,524,524,530,530,892,
524,524,530,532,528,522,530,896,
530,524,528,530,526,528,532,896,
526,524,524,520,522,526,522,878,
528,540,526,528,524,538,534,882,
528,534,530,524,526,530,532,886,
524,530,532,530,528,528,524,894,
528,524,532,530,528,528,534,888,
540,526,528,522,538,532,524,884,
530,526,528,532,532,530,524,888,
528,534,528,532,524,532,534,890,
528,530,530,532,524,522,532,892,
530,528,522,530,530,534,520,906,
526,528,526,536,532,524,532,888,
524,530,524,528,532,520,520,882,
526,530,532,528,528,528,526,882,
528,524,534,530,526,524,530,896,
530,524,530,526,528,524,534,896,
530,526,528,534,528,522,690,892,
524,526,528,522,524,524,528,874,
530,536,524,528,532,532,522,884,
528,524,526,530,532,532,534,890,
524,528,534,530,528,524,534,898,
532,526,526,530,534,528,530,894,
536,526,526,524,530,532,524,892,
534,530,528,528,536,530,528,884,
528,534,530,530,526,528,526,892,
520,524,526,522,528,530,534,896,
530,534,528,538,530,526,528,894,
526,522,532,530,526,522,532,884,
536,534,520,530,526,530,526,890,
528,524,526,526,526,530,532,882,
528,532,540,526,524,532,532,890,
526,524,530,528,528,528,530,894,
530,524,528,534,528,524,528,898,
528,522,520,518,526,528,528,878,
524,538,526,526,524,542,532,886,
530,534,530,522,526,530,680,882,
522,520,526,530,520,516,524,894,
528,524,532,530,528,530,532,888,
538,534,520,530,536,526,526,884,
530,534,530,524,532,534,526,886,
528,538,536,532,524,530,534,894,
524,528,528,524,526,530,536,896,
530,526,528,538,530,534,520,900,
534,528,522,528,534,524,524,884,
526,522,520,528,524,528,528,884,
524,530,528,522,532,528,526,880,
526,524,530,530,528,530,538,892,
532,524,532,534,528,524,532,896,
534,534,524,534,536,530,526,888,
524,528,524,520,528,524,524,874,
526,534,524,530,534,532,524,888,
530,532,528,532,532,532,534,884,
520,524,530,538,526,524,534,904,
528,528,528,530,526,530,526,890,
534,528,522,532,538,534,644,884,
534,534,534,524,534,536,530,880,
526,536,534,528,528,534,528,892,
528,520,524,524,530,528,532,894,
528,530,524,538,534,528,522,896,
530,524,526,530,532,528,524,884,
530,524,520,524,524,530,520,892,
526,528,530,528,528,526,528,880,
524,526,532,528,524,532,538,892,
528,526,534,530,530,524,530,894,
530,528,528,536,530,528,528,890,
528,520,526,520,520,528,524,874,
530,530,528,534,528,534,522,888,
532,528,530,528,530,534,530,888,
522,524,538,536,528,528,536,898,
532,520,530,532,530,528,530,896,
530,530,528,528,538,528,522,884,
536,530,528,528,534,532,524,888,
524,538,538,528,522,528,530,890,
524,524,530,526,524,526,722,890,
528,530,524,538,526,530,526,900,
530,524,530,534,530,528,528,890,
528,528,524,524,530,526,520,888,
532,528,524,524,528,526,530,886,
532,528,540,528,524,528,534,888,
528,524,526,530,534,524,532,892,
528,526,534,536,526,520,530,894,
526,520,528,522,528,526,524,880,
522,538,524,524,526,538,530,888,
532,532,534,520,524,526,530,888,
524,528,530,528,522,534,528,894,
534,528,530,528,532,520,530,892,
538,524,524,528,538,530,524,884,
536,526,520,530,530,530,524,884,
520,530,532,530,522,536,530,892,
528,530,534,530,524,524,530,886,
528,530,520,534,528,530,526,896,
534,526,524,530,534,526,524,882,
528,530,528,528,534,530,616,892,
524,530,526,528,526,528,530,874,
520,530,536,532,528,530,538,892,
524,524,538,538,528,522,528,890,
532,532,526,532,530,530,528,892,
526,524,524,520,524,526,524,874,
534,532,524,530,532,538,526,884,
528,526,528,524,528,538,538,890,
524,524,534,534,528,526,532,898,
528,524,526,530,532,530,534,896,
532,526,528,526,530,532,524,892,
532,530,530,528,536,534,528,884,
526,534,530,530,524,530,526,892,
520,522,528,528,528,530,534,894,
530,528,522,538,530,526,528,902,
530,522,524,528,538,520,528,886,
528,524,516,522,528,528,522,890,
524,530,532,528,534,530,532,878,
524,532,532,526,528,524,534,896,
530,524,534,530,528,524,678,888,
530,530,524,538,538,528,524,892,
524,522,522,516,522,524,528,872,
524,530,528,528,530,536,524,884,
526,530,528,530,530,536,530,888,
524,528,534,532,524,524,538,906,
526,522,532,528,526,528,524,892,
530,532,524,530,530,530,524,888,
538,538,528,524,534,534,534,882,
524,532,530,530,524,528,532,892,
524,526,528,528,534,528,534,892,
528,530,520,538,528,532,524,892,
534,520,522,526,530,524,528,892,
534,528,520,520,524,526,526,888,
528,528,526,526,524,528,530,882,
524,530,536,530,528,530,538,896,
530,528,532,534,526,522,532,892,
536,532,524,534,530,528,528,892,
524,526,528,522,524,524,528,874,
530,536,524,528,532,532,704,890,
528,530,532,530,526,530,532,884,
524,522,538,536,524,524,532,902,
528,528,534,528,532,528,532,888,
532,530,520,530,536,524,524,888,
532,534,528,524,530,538,526,882,
520,534,536,530,528,528,530,892,
524,522,532,526,526,530,538,888,
530,526,526,542,528,530,520,900,
534,526,524,528,532,524,526,888,
526,522,520,526,524,528,522,888,
526,530,532,524,532,528,524,880,
524,530,534,530,532,530,538,894,
530,526,536,534,528,528,534,888,
530,530,524,538,536,530,522,888,
524,522,526,516,528,524,526,874,
526,530,528,528,530,536,524,886,
528,532,528,530,534,536,534,884,
520,526,530,538,522,524,538,904,
526,522,528,530,526,530,706,894,
536,526,526,524,530,532,524,892,
534,530,528,528,536,530,528,884,
528,534,530,530,526,528,526,892,
520,524,526,522,528,530,534,896,
530,534,528,538,530,526,528,894,
526,522,532,530,526,522,532,884,
536,534,520,530,526,530,526,890,
528,524,526,526,526,530,532,882,
528,532,540,526,524,532,532,890,
526,524,530,528,528,528,530,894,
530,524,528,534,528,524,528,898,
528,522,520,518,526,528,528,878,
524,538,526,526,524,542,532,886,
530,534,530,522,526,530,528,888,
522,530,528,524,524,528,526,896,
528,526,528,532,528,524,532,896,
538,526,526,526,536,528,522,886,
534,528,524,528,538,534,524,884,
524,532,530,532,526,530,698,888,
526,524,528,524,532,530,530,890,
530,534,520,538,530,532,524,894,
538,520,528,528,534,526,524,890,
532,526,524,520,522,528,524,888,
524,530,526,528,526,528,530,874,
520,530,536,532,528,530,538,892,
524,524,538,538,528,522,528,890,
532,532,526,532,530,530,528,892,
526,524,524,520,524,526,524,874,
534,532,524,530,532,538,526,884,
528,526,528,524,528,538,538,890,
524,524,534,534,528,526,532,898,
528,524,526,530,532,530,534,896,
532,526,528,526,530,532,524,892,
532,530,530,528,536,534,528,884,
526,534,530,530,524,530,526,892,
520,522,528,528,528,530,534,894,
530,528,522,538,530,526,528,902,
530,522,524,528,538,520,622,890,
528,524,522,528,526,530,524,884,
520,524,526,526,526,530,534,874,
520,530,536,532,528,532,540,890,
526,520,538,536,530,528,528,890,
530,528,528,534,532,524,524,890,
528,524,520,518,524,528,522,870,
532,530,524,530,528,538,524,888,
530,526,530,526,528,538,536,888,
522,522,530,532,524,528,534,900,
528,524,528,532,528,524,532,894,
530,526,526,526,534,528,522,888,
534,532,524,524,532,534,528,884,
524,534,534,534,526,524,526,890,
528,526,530,528,528,530,530,892,
530,528,522,538,524,526,526,900,
530,522,524,530,536,528,528,888,
528,522,518,522,524,530,526,890,
524,530,528,524,532,530,528,876,
522,532,538,526,530,526,654,894,
528,522,528,530,526,520,538,892,
532,522,526,530,532,524,530,900,
524,526,524,520,528,524,520,876,
528,538,530,524,522,538,530,880,
526,530,534,526,530,528,530,888,
528,528,524,526,528,526,528,900,
526,528,524,528,530,524,530,888,
538,534,520,530,536,526,526,884,
530,534,530,524,532,534,526,886,
528,538,536,532,524,530,534,894,
524,528,528,524,526,530,536,896,
530,528,528,538,530,532,528,892,
532,526,526,530,532,526,526,886,
538,538,524,530,532,530,534,886,
528,530,528,524,524,530,526,884,
530,526,538,534,528,526,530,896,
534,526,524,526,530,524,530,892,
532,524,530,538,528,528,526,898,
528,528,524,524,524,528,722,874,
526,542,528,528,520,538,528,884,
532,530,538,524,528,530,528,886,
524,526,530,532,526,530,528,898,
530,528,530,534,528,524,528,892,
542,528,528,524,534,528,524,888,
530,530,524,528,530,526,528,888,
524,528,532,532,522,534,532,884,
524,526,538,532,528,526,530,888,
534,528,522,536,532,528,524,898,
528,528,528,532,528,524,532,894,
528,526,528,528,528,524,522,886,
530,526,530,524,526,532,528,884,
530,528,538,526,522,528,538,892,
526,522,532,528,524,524,538,892,
534,524,524,534,530,526,528,900,
524,524,528,520,526,524,524,876,
520,538,530,524,524,540,528,880,
526,530,532,524,530,532,528,892,
528,532,530,526,520,524,678,896,
528,530,528,524,526,522,528,890,
542,532,528,528,540,526,528,880,
534,528,522,526,530,532,526,886,
522,528,530,526,520,538,536,888,
530,532,536,526,526,524,528,884,
524,526,526,534,530,528,522,898,
532,528,534,538,526,528,526,892,
526,532,524,528,526,522,520,882,
528,532,528,522,524,530,534,882,
528,530,538,532,520,530,536,892,
532,520,530,532,530,522,536,890,
524,524,530,534,528,524,532,898,
522,524,526,516,524,522,522,874,
524,538,528,522,524,538,526,884,
530,530,538,524,528,530,532,888,
528,526,528,532,524,530,532,896,
530,532,528,530,528,524,526,894,
538,528,522,524,542,532,528,884,
534,528,524,532,532,526,644,888,
524,530,534,528,524,536,532,888,
532,528,534,528,524,524,530,884,
526,530,524,534,532,530,528,906,
530,526,528,538,530,524,528,896,
524,528,522,526,530,528,516,884,
530,526,528,530,524,528,530,528,
524,520,534,528,522,516,524,890,
520,522,528,530,526,524,766,882,
528,528,528,534,528,526,528,890,
530,530,528,530,526,530,528,882,
530,532,526,530,536,530,528,886,
520,532,526,530,522,528,530,896,
526,530,530,524,532,530,534,886,
532,526,530,528,524,532,530,892,
536,526,528,536,534,524,528,896,
526,520,520,524,526,524,528,888,
524,538,534,520,528,540,526,880,
524,534,536,522,526,534,532,888,
534,526,524,526,530,524,530,900,
532,528,522,530,528,528,526,898,
534,528,524,524,530,528,530,886,
532,538,524,522,526,532,526,882,
530,538,536,528,532,530,526,884,
522,522,528,530,526,528,524,892,
528,524,532,530,528,530,528,906,
526,528,524,528,532,526,526,892,
528,530,520,516,530,528,524,880,
520,528,524,520,518,524,528,880,
526,528,538,530,528,520,538,896,
526,526,530,530,530,532,530,896,
528,528,532,528,530,524,528,888,
528,520,522,526,528,522,518,884,
524,530,532,524,530,530,530,888,
526,530,528,530,532,538,526,892,
532,524,530,534,528,524,536,900,
524,528,528,534,520,526,534,896,
536,528,530,528,538,526,528,880,
532,530,524,526,530,532,528,882,
528,532,530,526,532,528,530,890,
526,522,528,528,528,532,530,892,
526,522,532,538,526,530,526,898,
530,532,528,526,532,534,520,890,
526,528,520,522,530,532,520,882,
520,520,524,524,520,522,520,884,
528,520,538,528,524,524,534,888,
520,530,528,534,528,524,536,892,
526,520,530,526,530,522,526,892,
526,524,528,528,520,522,520,884,
530,536,530,526,528,534,530,886,
534,538,526,530,532,530,534,884,
530,524,528,532,532,522,534,900,
530,526,520,538,524,520,532,894,
540,526,528,524,530,530,528,884,
524,536,524,524,530,534,526,880,
532,532,534,520,524,526,530,888,
524,528,526,528,526,532,528,892,
530,526,524,530,530,528,530,904,
530,532,524,530,532,532,524,890,
530,526,524,520,528,532,522,880,
516,524,522,522,516,522,524,884,
526,524,542,532,528,526,536,892,
524,530,532,538,532,530,530,896,
530,524,528,530,528,522,534,884,
520,522,520,526,524,528,520,882,
528,534,528,528,528,534,528,880,
532,530,530,528,524,536,532,890,
528,524,532,530,532,526,530,902,
528,530,524,530,522,524,530,902,
538,530,532,528,536,530,526,884,
530,530,522,524,528,538,520,888,
532,532,534,524,530,534,528,888,
524,520,530,526,520,524,532,890,
530,524,530,536,530,528,530,898,
528,524,524,530,534,530,526,896,
530,534,516,520,528,524,516,878,
520,522,526,522,524,528,522,882,
520,522,538,532,524,528,540,890,
526,528,532,530,532,528,534,892,
530,522,526,530,528,528,532,890,
524,522,524,520,522,520,516,886,
532,530,526,526,526,534,528,880,
530,536,530,528,530,530,530,888,
526,528,538,536,532,524,530,902,
524,522,526,528,530,526,520,900,
534,530,532,524,540,528,526,880,
532,526,526,524,536,532,524,892,
524,526,530,526,528,534,536,886,
524,528,530,526,524,528,534,894,
530,532,528,540,528,524,528,894,
536,530,528,530,534,528,522,886,
528,528,524,526,528,528,528,882,
518,524,524,522,520,520,524,892,
528,530,536,524,526,530,530,884,
530,528,532,530,532,526,530,892,
528,524,526,530,532,526,530,892,
524,522,524,520,524,524,520,886,
534,532,526,528,526,530,532,882,
528,538,530,532,528,534,528,888,
526,524,532,528,530,528,532,902,
534,528,524,536,522,522,528,898,
538,528,532,524,532,528,530,888,
526,530,524,528,528,534,524,884,
530,534,530,522,526,530,528,888,
528,524,528,530,524,528,532,892,
528,524,526,532,528,524,532,898,
532,528,528,528,534,528,522,892,
532,530,524,520,526,528,520,878,
516,522,528,526,516,524,522,886,
524,522,538,530,526,528,538,890,
522,528,530,536,530,534,538,894,
532,522,530,528,524,524,528,888,
522,526,524,524,522,524,522,880,
532,532,530,520,530,536,524,880,
528,532,528,524,526,530,528,886,
530,524,530,526,528,524,534,902,
532,532,522,534,526,522,526,896,
542,532,530,526,532,528,530,886,
534,538,528,524,526,536,522,882,
528,534,536,522,534,528,526,884,
524,524,532,530,522,526,530,896,
528,528,534,532,528,530,532,906,
524,526,526,528,534,526,528,892,
532,528,520,516,530,526,524,876,
520,526,524,524,520,524,526,880,
522,526,542,528,528,520,538,894,
528,526,528,534,528,532,530,896,
532,526,530,528,530,524,528,886,
522,524,522,522,526,524,516,880,
530,534,530,524,530,530,530,884,
526,532,528,530,534,538,526,888,
530,528,528,530,526,528,538,904,
530,532,526,530,524,528,530,896,
538,532,528,528,532,526,528,880,
532,530,524,524,530,530,522,886,
526,534,530,528,532,528,530,892,
524,522,532,528,522,534,528,892,
526,524,532,532,526,528,524,898,
530,534,520,526,536,530,520,892,
524,528,518,524,530,534,516,880,
524,524,528,524,518,524,524,880,
522,524,538,526,526,524,542,892,
520,530,526,530,526,530,536,894,
524,524,528,526,528,524,526,888,
528,524,526,522,524,522,520,882,
528,538,528,522,528,534,528,884,
530,532,526,528,532,530,530,884,
528,528,530,538,526,524,532,896,
520,524,532,530,532,528,522,894,
536,532,526,526,538,530,532,878,
534,532,528,534,538,526,528,888,
534,528,526,528,530,530,538,888,
526,528,524,532,528,528,528,896,
524,526,530,538,530,524,530,900,
532,532,524,530,528,530,524,888,
530,524,528,522,528,528,524,884,
520,528,524,524,516,522,528,886,
530,532,538,526,528,526,530,888,
528,530,534,530,526,528,532,888,
532,524,520,530,534,522,522,888,
526,524,516,522,524,524,524,888,
524,534,528,524,524,538,526,882,
522,534,530,524,526,536,538,888,
528,526,534,530,530,524,530,894,
524,528,532,528,524,528,528,898,
530,530,534,520,538,530,532,878,
536,532,524,532,530,530,520,886,
532,528,530,528,528,534,530,884,
528,532,530,532,520,526,526,892,
530,534,528,538,530,528,528,900,
534,530,526,538,526,530,524,890,
528,522,520,522,532,526,1152,880,
516,526,524,520,520,524,526,880,
524,526,538,530,524,528,538,894,
524,526,530,530,530,528,534,892,
528,526,532,528,530,524,530,888,
528,520,528,524,526,526,520,888,
526,530,532,524,532,532,530,882,
528,534,528,530,528,534,528,892,
532,520,530,532,530,522,536,898,
526,528,526,534,520,524,532,898,
538,528,530,524,538,526,530,880,
528,534,524,528,534,538,528,882,
530,534,532,524,528,530,534,890,
528,528,528,530,528,528,530,892,
526,522,528,538,526,530,526,902,
530,528,524,526,530,532,528,894,
526,530,520,522,532,528,516,882,
524,520,522,524,524,526,520,888,
528,520,538,530,524,524,540,888,
528,534,530,534,530,526,536,892,
526,520,524,526,530,526,528,892,
524,524,526,528,520,528,516,884,
530,536,524,524,530,534,530,886,
532,538,526,530,528,534,532,888,
524,524,530,532,528,522,530,906,
530,526,520,534,524,528,532,896,
540,526,530,524,530,534,528,888,
526,536,522,520,532,530,524,880,
528,530,534,528,526,528,532,884,
520,526,526,528,524,528,530,890,
534,528,526,530,534,528,530,904,
530,528,522,534,538,532,524,896,
530,528,524,516,530,528,520,878,
520,524,522,526,516,528,524,884,
524,524,534,528,524,524,538,892,
524,532,528,534,528,530,530,892,
530,524,530,534,528,528,532,888,
528,526,520,524,524,526,524,882,
530,530,530,528,528,538,528,880,
532,530,534,528,526,536,532,890,
530,524,530,532,532,528,526,896,
522,522,528,530,526,528,524,900,
532,526,528,524,538,532,528,876,
530,528,522,528,534,532,528,888,
528,530,534,528,524,534,534,888,
524,528,530,528,528,524,528,890,
530,528,530,538,532,520,530,896,
530,526,526,534,528,532,524,886,
530,524,528,528,528,524,526,880,
518,524,528,522,516,526,524,884,
530,526,534,524,530,534,532,892,
526,530,536,530,524,530,526,890,
538,526,524,534,536,526,528,892,
520,528,516,526,526,528,522,890,
526,542,528,528,524,534,528,878,
524,536,534,520,524,530,532,890,
528,524,536,532,532,520,530,900,
526,522,526,528,530,526,528,900,
534,530,528,522,538,530,526,882,
538,526,528,526,536,532,524,892,
526,528,532,526,530,538,536,888,
524,528,530,526,524,524,532,896,
530,528,530,538,530,524,530,894,
536,530,524,534,532,530,526,888,
530,528,524,524,528,524,524,880,
520,522,520,522,524,520,522,890,
528,530,536,524,528,532,532,888,
534,528,534,528,524,528,530,894,
530,528,524,534,530,520,524,892,
524,526,524,520,528,520,522,888,
524,538,526,526,526,536,528,876,
528,530,534,524,522,534,532,888,
532,522,534,532,524,524,530,900,
524,528,530,528,530,534,524,892,
538,530,526,526,542,528,530,874,
530,530,520,530,530,524,524,888,
530,532,530,534,528,532,530,892,
524,526,528,530,524,522,532,888,
528,526,528,542,528,522,528,898,
530,530,524,536,532,528,528,884,
528,524,524,528,526,522,524,882,
516,522,524,528,520,524,522,888,
526,530,530,524,532,530,534,886,
532,526,530,528,524,532,530,892,
536,526,528,536,534,524,528,896,
526,520,520,524,526,524,528,888,
524,538,534,520,528,540,526,880,
524,534,536,522,526,534,532,888,
532,526,530,534,530,522,528,892,
524,520,530,526,528,532,524,898,
532,528,530,524,538,526,530,878,
536,530,524,530,534,530,528,890,
530,532,528,532,532,532,534,884,
522,530,528,530,528,526,524,892,
528,530,528,538,526,522,528,898,
534,528,524,530,524,526,526,892,
528,528,528,524,530,526,524,888,
524,528,522,520,518,526,528,888,
534,528,534,522,532,528,538,888,
530,534,538,526,522,532,528,892,
530,520,524,530,538,526,524,892,
528,524,518,526,520,522,520,892,
524,538,532,524,526,538,530,882,
524,538,530,522,524,534,534,892,
532,524,530,534,528,524,536,900,
524,524,530,526,528,530,526,896,
534,532,530,528,540,526,530,878,
538,530,524,528,534,528,528,890,
528,532,528,530,534,536,534,884,
524,530,528,530,528,524,530,892,
528,530,532,540,526,522,532,898,
530,532,528,530,530,526,528,888,
532,520,528,524,530,524,528,884,
520,526,524,524,520,522,526,886,
530,528,534,524,532,528,534,886,
528,530,532,526,524,532,528,892,
534,520,526,530,538,522,524,894,
522,524,520,522,520,524,524,888,
528,538,530,524,528,538,530,882,
526,538,530,522,528,530,534,888,
530,528,532,534,526,522,532,896,
528,524,528,530,528,528,528,894,
536,532,528,524,534,530,528,878,
532,528,524,532,538,526,526,888,
532,530,526,528,532,530,538,892,
524,530,526,528,526,528,528,892,
526,528,524,534,530,526,524,896,
538,532,524,534,528,530,520,884,
524,524,526,526,530,528,524,884,
516,524,522,524,518,522,524,888,
530,528,538,524,530,526,534,888,
528,530,534,530,524,530,528,896,
530,524,520,534,530,522,526,888,
528,522,518,522,524,522,524,884,
524,540,528,522,520,538,528,880,
528,530,534,526,524,536,534,884,
528,524,534,534,534,526,524,894,
524,524,528,530,526,528,526,902,
530,524,532,528,538,530,528,876,
532,528,522,532,530,534,520,888,
532,528,530,528,530,534,530,888,
528,528,530,528,520,524,526,890,
530,532,530,538,530,524,530,896,
530,524,524,538,526,530,524,888,
530,526,520,528,528,524,524,886,
520,524,526,524,520,528,524,884,
528,526,530,528,528,530,536,888,
526,528,538,530,528,528,526,892,
538,522,524,538,536,528,528,892,
520,522,520,528,522,526,524,892,
524,538,528,522,524,542,532,878,
526,536,538,524,528,530,534,892,
526,528,538,536,532,524,530,902,
524,522,526,528,530,526,520,900,
534,530,532,524,540,528,526,880,
532,526,526,524,536,532,524,892,
524,526,530,526,528,534,536,886,
524,528,530,526,524,528,534,894,
530,532,528,540,528,524,528,894,
536,530,528,530,534,528,522,886,
528,528,524,526,528,528,528,882,
518,524,524,522,520,520,524,892,
528,530,536,524,526,530,530,884,
530,528,532,528,524,526,1258,884,
526,520,524,530,526,516,524,888,
530,528,530,526,530,526,522,886,
534,536,528,528,534,536,528,874,
530,530,530,524,530,536,530,880,
524,520,528,528,528,522,530,892,
524,520,520,524,520,524,528,896,
530,522,524,518,532,520,526,876,
526,532,526,520,532,530,524,882,
528,534,530,524,526,530,532,886,
520,524,526,530,524,528,530,894,
532,526,526,534,532,530,534,900,
532,528,522,532,538,528,522,896,
534,530,520,518,524,528,518,878,
520,524,528,524,520,528,524,884,
524,524,540,528,522,526,542,892,
522,532,528,538,528,530,532,890,
534,524,530,532,530,528,528,884,
524,524,528,524,524,524,522,886,
530,530,530,524,530,536,530,880,
528,534,532,530,526,532,528,888,
530,526,528,526,528,526,534,898,
530,534,524,532,524,522,526,896,
538,534,528,522,536,532,528,884,
530,532,528,524,524,536,524,888,
528,538,536,522,530,528,524,888,
524,528,534,528,524,526,528,896,
532,520,530,536,532,528,532,900,
530,526,528,532,530,526,526,892,
532,526,524,524,530,524,528,880,
520,524,526,526,516,524,524,888,
524,526,532,520,530,532,530,890,
528,524,536,532,520,530,526,890,
534,524,522,538,536,524,524,890,
528,528,516,524,524,526,526,890,
528,538,530,528,524,540,528,880,
524,536,538,520,522,532,534,890,
530,522,536,530,528,520,530,896,
528,528,526,530,534,528,524,896,
530,530,528,522,538,524,526,882,
538,526,526,526,532,528,522,888,
526,530,532,528,530,536,532,888,
524,528,532,526,522,522,528,894,
532,528,530,538,524,524,530,894,
536,530,520,532,528,524,524,892,
